avg_cost,cuisines,id,location,name,price_range,rating
500,"Beverages, Desserts",18591947,"26, 7th Main, 15th Cross, Mico Layout, 2nd Stage, BTM, Bangalore",Tempteys,2,4.2
700,"Konkan, Mangalorean, North Indian, Seafood",17956666,"312, 2nd Floor, 15th Cross, 100 Feet Road, 5th Phase, JP Nagar, Bangalore",Coastal Mama,2,4.1
800,"Andhra, Biryani, North Indian, Chinese",55470,"8 A, ANR Onyx, Near Shoppers Stop, Bannerghatta Road, Bangalore",Nandhana Palace,2,4.1
600,"Kerala, North Indian",60850,"45, Kasthuri Nivasa, 2nd Floor, 19th Main, 2nd Stage, BTM, Bangalore",Cucumber Town,2,4.2
500,"Healthy Food, South Indian",57878,"277, 15th Cross, 21 Main, Outer Ring Road, JP Nagar 5th Phase, JP Nagar, Bangalore",Vaathsalya Millet Cafe,2,4.1
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18173078,"Shbari Complex, Arakere Mico Layout, Govinda Reddy Layout, 

Off B G Road, Bannerghatta Road, Bangalore",BOX8- Desi Meals,2,4.1
600,"Fast Food, Pizza",18407932,"Near Reliance Mart, Shabari Complex, Arakere Mico Layout, Off B G Road, Bannerghatta Road, Bangalore",Mojo Pizza - 2X Toppings,2,4.1
1100,"Continental, Burger, Italian, Pizza, North Indian, Salad",18588084,"1259, Opposite Canara Bank, 3rd Block, BEL Layout, Vidyaranyapura, Bangalore, New BEL Road, Bangalore",B1,3,3.9
650,"Chinese, Momos, Thai, Vietnamese",50286,"4, Anaga, Unit 5, 1st Floor, Near Ramaiah Hospital, Devasandra, New BEL Road, Bangalore",Chung Wah,2,4
1200,"North Indian, Continental",18480016,"3, 80 Feet Road, Opposite MK Tower, RMV 2nd Stage, New BEL Road, Bangalore",Hammered,3,4.5
300,"South Indian, Chinese, North Indian",59581,"34/A, Dollars Colony Circle, Devasandra, New BEL Road, Bangalore",Shanthi Sagar,1,3.9
450,"Turkish, Arabian, Fast Food, Desserts, Healthy Food, Salad",18643047,"Shop 52, Agastya Arcade, 80 Feet Road, Devasandra, Opposite MSR Hospital., New BEL Road, Bangalore",Leon Grill,1,4
600,"Pizza, Cafe, Italian",18366652,"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",Onesta,2,4.4
300,"Bengali, North Indian",58798,"1, SS Plaza, Opposite Ramaiah College, New BEL Road, Bangalore",Roy Hotel & Restaurant,1,3.9
400,"Ice Cream, Desserts",50315,"66, Siddhartha Plaza, Rajmahal Vilas, 2nd Stage,  New BEL Road, Bangalore",Corner House Ice Cream,1,4.4
750,"Continental, American",61335,"67, Ground Floor, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",The Egg Factory,2,4
250,"Cafe, Tea",18570931,"Shop 67, 69, 70, Inside Ramaiah Campus, New BEL Road, Bangalore",Chaiywaala Da Dhaba,1,3.9
1400,"Chinese, Continental, North Indian",18460061,"23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore",1522 - The Pub,3,4.3
1000,"Continental, Chinese",56324,"201, Above Sony Centre, New BEL Road, Bangalore",Sangria Wine Lounge,3,4
400,Bakery,60560,"10/30/1, 1st Main Road, Gokul 1st Stage, 2nd Phase, Mathikere, Near New BEL Road",Amma's Pastries,1,3.9
800,"Asian, Continental",18626616,"68,1st Main Road, Bala Anjaneya Temple Road, RMV 2nd Stage, Opposite M.S.Ramaiah Hospital, New BEL Road, Bangalore",Lincoln Bistro,2,4.3
350,"Hyderabadi, Biryani",55704,"7, 1st Cross, 1st Main Road, MSR Nagar, New BEL Road, Bangalore",Deccan House,1,4
600,Cafe,18779191,"20, First Floor, Annapurna Complex, Next to Hotel Nandini Palace, ITI Colony, New BEL Road, Bangalore",Cafe Mandala,2,3.9
150,"Ice Cream, Desserts",54372,"64, Opposite HDFC Bank, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Natural Ice Cream,1,4.3
500,"Desserts, Ice Cream",18457594,"71, KGEHB Layout, Aramane Nagar, Devasandra, New BEL Road, Bangalore",Stoned Monkey,2,4
400,"North Indian, Chinese, Mughlai, Hyderabadi",18790055,"MSRE Road, A.K.Colony, Mathikere Extension, Mathikere, New BEL Road, Bangalore",Lazeez Biryani,1,3.9
1400,"Continental, Italian, North Indian",18579432,"27, Third Floor, Aljosan, New BEL Road, Bangalore",Chapter One Bar | Maiin,3,4.2
400,Bakery,57511,"573, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",Amma's Pastries,1,3.9
650,"Cafe, Italian, Burger, American, Steak",18511646,"1st Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, RMV 2nd Stage, New BEL Road, Bangalore",Smally's Resto Cafe,2,4.2
500,"Cafe, Healthy Food, South Indian",18569118,"66, Louis OMJ, AGS Layout, Near SBI Dollars Colony, New BEL Road, Bangalore",Prana,2,4
400,"Street Food, Rolls",56600,"Pipeline Road, Adjacent to MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Shahi Darbar Roll Centre,1,3.9
700,"Italian, Pizza",18313523,"22, 1st Floor MSR Nagar, ITI layout, New BEL Road, Bangalore",Vinny's,2,4.2
500,"Fast Food, Continental, Chinese",54045,"15, Near MSR College, New BEL Road, Bangalore",Eggstacy,2,4
300,"Fast Food, Rolls",18426395,"13, MSRIT Collage Road, Mathikere, New BEL Road, Bangalore",Sultan Rolls & Sandwiches,1,3.9
800,"Continental, Italian",18660622,"71, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Smoke - The Sizzler House,2,4.2
1100,"Mughlai, Biryani, North Indian",18748743,"1, RMV 2nd Stage, 3rd Block, Chikkamaranahalli, New BEL Road, Bangalore",Mughlai Azam,3,4
350,"Kerala, South Indian, Seafood",18203028,"Shop 12, 1st Cross, Sapthagiri Layout, Beside BESCOM, Vidyanyupura Main Road, Yelahanka, Bangalore",Cheta's Kitchen,1,3.9
700,"Cafe, American, Asian, European, Steak, Salad, Desserts",18503439,"199, KGE Layout, Mathikere, New BEL Road, Bangalore",Grubbery,2,4.2
300,"Ice Cream, Desserts",59576,"534, Dollars Colony, Next to Bank of Travancore, New BEL Road, Bangalore",Ibaco,1,4
200,Bakery,18235387,"Skyline Beverly Park, Amruthahalli Main Road Bangalore",Frosted Memories,1,3.9
700,"Chinese, Asian",18580649,"1, Sree Premprasad Complex, Opposite Ramaiah Hospital Gate, New BEL Road, Bangalore",Kaifu,2,4.2
400,"Mithai, Street Food",50553,"193, Next to Gowri Apartment, RMV 2nd Stage, New BEL Road, Bangalore",Kanti Sweets,1,4
300,"Mithai, Street Food",18375439,"Opposite to Prestige Wellington Park, Gangamma Circle, Jalahalli, Bangalore",Bengal Sweets,1,3.9
300,"Desserts, Fast Food",18569991,"80 Feet Road, RMV Extension, Ashwathnagar, New BEL Road, Bangalore",The Waffle Yard,1,4.2
500,South Indian,18536343,"1, Ramachandra Pura Main Road, C Ramaiah Layout, Vidyaranyapura, Bangalore",KA 12 - Flavour Of Coorg,2,4
400,"Beverages, Fast Food",18515585,"52, 1st Floor, Agastya Arcade, 80 Feet Road, Devasandra, New BEL Road, Bangalore",Drunken Monkey,1,4.2
600,"North Indian, Chinese",18742387,"200, Kirloskar Layout, Hesaragatta Main Road, Nagasandra Post, Dasarahalli, BBMP North, Jalahali, Bangalore",Navab's,2,3.9
250,"Tea, Beverages, Fast Food",18480053,"Administrative Block, MSRIT Post, New BEL Road, Bangalore",Chai Point,1,4
600,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",53088,"3, 1st Cross, MSRIT Estate, New BEL Road, Bangalore",Thalassery Restaurant,2,3.8
300,South Indian,56259,"38, Near Devasandra Bus Stand, New BEL Road, Bangalore",Prashant Naati Corner,1,4
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18770239,"38, Sandeep Building, Mathikere Main Road, Yeshwantpur, Bangalore, New BEL Road, Bangalore",BOX8- Desi Meals,2,4.2
500,"North Indian, Chinese, Rolls",50239,"185, Near Ramaiah Hospital, Devansandra, New BEL Road, Bangalore",Casino Hotel,2,3.8
800,Thai,18541608,"1/B, 3rd Main Road, KGE Layout, RMV 2nd stage, New BEL Road, Bangalore",Lan Thai,2,4
600,"Fast Food, Pizza",18769156,"38, Sandeep Building, Mathikere Main Road, New BEL Road, Bangalore",Mojo Pizza - 2X Toppings,2,4.2
400,Fast Food,54999,"13, 1st Main Road, Near MSRIT, MSR Nagar, New BEL Road, Bangalore",Little Bites,1,3.8
600,"Burger, Fast Food, Beverages",18237930,"Shop 2, Casino Towers, Municipal 48, Opposite M.S Ramaiah Hospital, RMV 2nd Stage,  Devasandra, New BEL Road, Bangalore",Burger King,2,3.9
400,"Fast Food, Desserts, Ice Cream",18689035,"146, 2nd Cross Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",Churn,1,4.2
400,"Fast Food, Street Food, Rolls",60819,"Opposite Ramaiah Hospital, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Salaam Sigri Rolls & Kebabs,1,3.8
400,"Burger, Fast Food",50575,"Plot 117, Shop 1, Ground & 1st Floor, AEGS Layout, New BEL Road, Bangalore",KFC,1,3.9
800,"Andhra, Biryani, North Indian, Chinese",51376,"21, ITI Layout, Next to Titan Show Room, New BEL Road, Bangalore",Nandhana Palace,2,4.1
300,Arabian,18285156,"4/1, 3rd Cross, Opposite NIAS Gate, Near MSRIT College, New BEL Road, Bangalore",Just Shawarma,1,3.8
1100,"Cafe, Italian, American, Continental",60315,"205, New BEL Road, Bangalore",THE BEL ST.,3,3.9
1000,"Continental, European, Mediterranean, Cafe, Steak",61283,"19, Jaladarshini Layout, Above Reliance Digital, New BEL Road, Bangalore",Peppermill Bistro,3,4.1
450,"North Indian, Chinese, Biryani",18333139,"12, Deepak Mansion, 2nd Cross, MSR College Road, Mathikere, New BEL Road, Bangalore",Pot Biryani,1,3.8
700,North Indian,55570,"1, Prem Prasad Complex, 3rd Floor, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Have More,2,3.9
300,"Biryani, Kebab",18313528,"37,  HMT Main Road, Mathikere, New BEL Road, Bangalore",Donne Biriyani Angadi Mane,1,3.8
750,"Pizza, Fast Food",50403,"01, Ground Floor, Seenappa Layout, New BEL Road, Bangalore",Domino's Pizza,2,3.9
600,"Asian, Chinese",60340,"Ground Floor, 78/ A, Devasandara, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Auntie Fung's,2,4.1
650,"North Indian, Fast Food",18626417,"214, 1st Floor, Ganesh Nilaya, MGEHBS Layout, MSR Nagar, Devasandra, New BEL Road, Bangalore",Santo's,2,3.8
700,"Continental, Italian, Chinese",56325,"2/10, 80 Feet Road, RMV 2nd Stage, Poojary Layout, New BEL Road, Bangalore",Cafe Rossini,2,3.9
250,"Street Food, North Indian",18424090,"15, Near MSR College, New BEL Road, Bangalore",Chaat Street,1,4.1
300,"North Indian, Chinese",18750697,"Mathikere Pipeline Road, MSR Nagar, Bengaluru, 560054, New BEL Road, Bangalore",Bon Appetit Resto,1,3.8
900,"Cafe, Italian, Pizza, Continental",61660,"19, Above Reliance Digital, Jaladarshini Layout, New BEL Road, Bangalore",Kargeens,2,3.9
800,"Cafe, Italian, Continental, Beverages",18556272,"22, 3nd Floor, MSR Nagar, ITI Layout, New BEL Road, Bangalore",Ember The Calabash,2,4.1
350,"Fast Food, Beverages",18796722,"13, Pushpa Complex, MSRIT College Road, Near Gate 11, Mathikere Extension, New BEL Road, Bangalore",Mad Over Fries,1,3.8
1000,"North Indian, Chinese, Fast Food",18738797,"206, Above Reebok Showroom, KGE Layout, Devasandra Layout, New BEL Road, Bangalore",Chin Lung Resto-Bar,3,3.9
350,"Chinese, North Indian",18232664,"4, 5th Main Road, MSR Nagar, Mathikere, New BEL Road, Bangalore",Delhi Mess,1,4.1
600,"South Indian, North Indian",18927721,"62, 80 Feet Road, Near MS Ramaiah Hospital, Opposite To Apple Store, Devasandra Village, R.M.V. 2nd Stage, New BEL Road, Bangalore",The Light House Restaurant,2,3.8
200,South Indian,18375545,"60, 80 Feet Road, New BEL Road, Bangalore",Chetty's Coffee,1,3.9
400,"Ice Cream, Desserts, Beverages, Sandwich",50818,"83, 80 Feet Road, 2nd Stage, RMV, New BEL Road, Bangalore",Polar Bear,1,4.1
500,"Kerala, North Indian, Chinese",61464,"86, Ground Floor, Gokul Towers, Off M.S.Ramiah Road, Gokula, New BEL Road, Bangalore",Flavours Inn,2,3.8
500,"North Indian, Chinese, Seafood, Biryani",51649,"21, BEL Road, Indian Bank, Chickkamaranahalli, New BEL Road, Bangalore",Akshaya Deluxe,2,3.9
1800,"Continental, Asian, South Indian, North Indian",52218,"Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL circle), New BEL Road, Bangalore",My Place - Gokulam Grand Hotel & Spa,3,4.1
200,"Desserts, Fast Food",18619060,"7, Inside MSR Campus, New BEL Road, Bangalore",Absolute Waffles,1,3.8
400,"Tibetan, Asian, Thai, Chinese, Momos",54000,"50/1, Venkateshwara Layout, Opp. Gate No.7, Ramaiah Hospital, Chikkamaranahalli Bangalore., New BEL Road, Bangalore",Snow Lion Tibet Kitchen,1,3.9
500,"Desserts, Beverages",18487189,"79, Ground Floor, Bhagyasri Complex, 80 Feet Road, New BEL Rd, RMV 2nd Stage, Ashwath Nagar, Devasandra Layout, NEw BEL Road, Bengaluru",Cream Stone,2,4.1
400,"Mithai, Street Food",56197,"46, Ganga Complex, New BEL Road, Bangalore",Kanti Sweets,1,3.8
500,"Burger, Fast Food",50679,"Ground Floor, Shashi Arcade, 215, Near MS Ramaiah Campus, New BEL Road, Bangalore",McDonald's,2,3.9
600,"Burger, Pizza, Continental",18487172,"No 3,SR Street,4th Cross, RMV 2nd Stage, Devsandra, New BEL Road, Bangalore",D'7 Feast Resto Cafe,2,4.1
100,South Indian,18582871,"1186, 1st Main Road, Maruthi Nagar, BEL Layout 2nd Block, Vidyaranyapura, New BEL Road, Bangalore",Majaa Thindi,1,3.8
750,"Pizza, Fast Food",50377,"573, 2nd Block, HMT Layout, Vidyanarayana Pura, New BEL Road, Bangalore",Domino's Pizza,2,3.9
600,"North Indian, Chinese",18742326,"412, Third Block, 4th Main Road, Opposite Canara Bank, BEL Layout 3rd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",Navab's,2,4.1
1100,"Continental, European, Mexican, Lebanese",18748746,"#1, RMV 2nd Stage, 3rd Block, Chikkamaranahalli, New BEL Road, Bangalore",The Hundred Food Journey,3,3.9
500,"Arabian, Chinese, Kerala, North Indian",18499522,"7/1, MS Ramaiha Engineering College Road, Maurya Paradise Inn, Mathikhere, New BEL Road, Bangalore",Food Feed Restaurant,2,3.8
800,"Biryani, North Indian, Kebab",18246519,"Vacuum House 1, Chikkamaranahalli, New BEL Road, Bangalore",Paradise,2,4
500,"Bakery, Desserts",18617956,"107, AG's Layout, Bangalore RMV Extension, New BEL Road, Bangalore",Messy Eats,2,3.9
300,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",18806393,"543, Old 12, 2nd Cross, Devasandra, New BEL Road, Bangalore",Shri Udupi Cafe,1,3.8
400,"Desserts, Beverages, Ice Cream",18459733,"83, 80 Feet Road, Jaladarsini Layout, New BEL Road, Bangalore",Keventers,1,3.9
1100,"Chinese, Thai, Momos",51575,"10, 1st Floor, New BEL Road, Bangalore",Hunan,3,4
200,North Indian,18791090,"8/1, 3rd Cross, Chikkamaranahalli, New BEL Road, Bangalore",Om Sai Ram Food Junction,1,3.8
700,"North Indian, Chinese",18766505,"25/1, Fourth Floor, 2nd Main Road, Prestige Stay Inn, Sanjeeappa Colony, Poornapura, New BEL Road, Bangalore",Tawa Tandoor,2,3.9
800,"Cafe, Mexican, Italian, Pizza",18489108,"4th Floor, Above Purvika Mobile, Beside BATA Showroom, New BEL Road, Bangalore",Burp,2,4
800,"Cafe, Continental",18534881,"70, 80 Feet Road, RMV 2nd stage, New BEL Road, Bangalore",Plated,2,4
300,"Chinese, Thai, Momos",18657255,"Near Big Bazar, Maruti Arcade, Kasada Hobli Koti Hosahalli, Outer Ring Road, Nagashetty Halli, Sanjay Nagar, Bangalore",Wok Chow,1,3.8
100,Tea,18723269,"3782, 7th Cross, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Maa Ki Chai,1,3.8
200,"Fast Food, Rolls",57530,"52/3, Maruti Arcade, Kasada Hobli Koti Hosahalli, Outer Ring Road, Nagashetty Halli, Maruti Nagar, Devinagar, Hebbal, Bangalore",Kolkata Famous Kati Rolls,1,3.8
400,"North Indian, South Indian",18700204,"961/1, BEL Layout, Vidyaranyapura Main Road, Next to Canara Bank, NEW BEL Road, Bengaluru",The Krishna Grand,1,3.8
700,"Italian, American, Asian, Continental, Mexican, Momos",52681,"2/4, 80 Feet Road, Poojari Layout, RMV Extension, New BEL Road, Bangalore",Freskka,2,4
400,"Beverages, Desserts, Ice Cream",18673348,"AEGS Layout, New BEL Road, Bangalore",Frozen Bottle,1,3.8
300,"South Indian, North Indian, Chinese, Street Food",60519,"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Bengaluru Coffee House,1,4.1
750,"North Indian, South Indian, Chinese, Fast Food, Juices",56804,"1, Monotype, 2nd Stage, Banashankari, Bangalore",The Krishna Grand,2,3.9
100,South Indian,50501,"130, 3rd main, 4th Cross, Hanumanthanagar, Banashankari, Bangalore",SLV Refreshment,1,4.1
750,"Pizza, Fast Food",53601,"645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore",Domino's Pizza,2,3.9
150,South Indian,52993,"49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",Sri Guru Kottureshwara Davangere Benne Dosa,1,4.1
900,"Chinese, Momos, Thai, Vietnamese",50277,"14, 2nd Floor, Panchanjanya Tower, Phase III, 3rd Stage, 100 Feet Road, Banashankari, Bangalore",Chung Wah,2,3.9
500,"Burger, Fast Food",58636,"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",McDonald's,2,3.9
550,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",54323,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore",SLV Corner Restaurant,2,4.1
400,"South Indian, North Indian, Chinese, Biryani",60846,"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",Donne Biriyani House,1,3.9
800,"Andhra, North Indian, Chinese",18605293,"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",Curry Leaves,2,4.1
150,South Indian,51065,"32, Gandhi Bazaar, Near Gandhi Bazaar Circle, Basavanagudi, Bangalore",Vidyarthi Bhavan,1,4.4
650,"Biryani, North Indian, Seafood, Andhra",54177,"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",New Prashanth Hotel,2,3.9
250,South Indian,56263,"115/116, 1st Floor, Gandhibazaar, Basavanagudi, Bangalore",Udupi Sri Krishna Bhavan,1,4.1
200,"South Indian, North Indian, Chinese, Street Food",18244312,"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",Ayodhya Upachar,1,4.3
200,South Indian,18523594,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",Gama Gama,1,3.9
100,South Indian,57905,"85/1, Dr DVG Road, Near National College, Opp. Sashi Arcade, Basavanagudi, Bangalore",Mahalaxmi Tiffin Room,1,4.1
400,"Desserts, Beverages",18747305,"Subam Tower, Pb/NO 455, 14, Next to UD Roti Ghar, Gandhi Bazaar, Basavanagudi, Bangalore",XO Belgian Waffle,1,4.1
800,"Cafe, Fast Food, Continental, Chinese, Momos",18323639,"241, 4th Floor, 100 Feet Ring Road, Opposite Kamakya Theatre, Banashankari, Bangalore",Catch-up-ino,2,3.9
150,South Indian,18270348,"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",HOT COFFEE,1,4.1
100,South Indian,59673,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",South Kitchen,1,4.3
750,Pizza,18457606,"101, Ground Floor, Manjunatha Complex, 22nd Main Road, 2nd Stage, Banashankari, Bangalore",Ovenstory Pizza,2,3.9
300,"Bakery, French, Desserts",53634,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",Amande Patisserie,1,4.1
100,South Indian,57785,"22/1, Police Station Road, Basavanagudi, Bangalore",By 2 Coffee,1,4.3
800,"North Indian, Chinese, Continental",18650808,"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",Thamboola,2,3.9
500,"Fast Food, Beverages",18891580,"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",Messy Bowl,2,3.9
250,"Desserts, Ice Cream",18777428,"23/1, Shop Street Road, Basavanagudi, Bangalore",Iceberg Icecreams,1,4.1
400,"Ice Cream, Desserts, Beverages, Sandwich",58637,"79, 21st Main, 2nd Stage, Banashankari, Bangalore",Polar Bear,1,3.9
300,"American, Italian",18723494,"504, CJ Venkata Das Road, Padmanabhangar, 2nd Stage, Banashankari, Bangalore",T3H Cafe,1,3.9
550,"Cafe, Mexican, Italian, Momos, Beverages",18148941,"2470, 21 Main Road, 25th Cross, Banashankari, Bangalore",Smacznego,2,4.2
400,"Fast Food, Desserts, Ice Cream",18343639,"599, 24th Cross, 2nd Stage, Banashankari, Bangalore",Waffle-A-Go Go,1,3.9
450,"Italian, Continental, Fast Food, Chinese, Momos",56098,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Roving Feast,1,4
250,South Indian,59822,"Hotel Mangala, 10th Main, Pipeline Road, Hanumanth Nagar, Banashankari, Bangalore",Hotel Mangala,1,3.9
450,"South Indian, North Indian, Chinese",18173092,"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,1,4
850,"North Indian, Chinese",50001,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",1947,2,4
400,"Ice Cream, Desserts, Beverages, Sandwich",18569875,"3967, VHBC Society, Girinagar 4th Phase, Hosekerehalli Main Road, Near Vinayaka Hospital, 3rd Stage, Banashankari, Bangalore",Polar Bear,1,3.9
200,"South Indian, North Indian, Chinese, Street Food",18682329,"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Udupi Ruchi,1,3.9
500,Cafe,18632977,"6th Block, 3rd Stage, Banashankari, Bangalore",The Coffee Shack,2,4.2
