avg_cost,cuisines,id,location,name,price_range,rating
1000,"North Indian, Chinese",53203,"33, 26th Main, 36th Cross, 4th T Block, Jayanagar, Bangalore",Eshanya,3,4.1
400,"Cafe, Fast Food, Beverages",60229,"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",Rooftop Cafe,1,4.1
500,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",18588536,"568, 11th Main Road, 32nd Cross, 4th Block, Jayanagar, Bangalore",Leon Grill,2,4.1
350,"North Indian, Chinese, Fast Food",18297245,"1st B Main Road, Mico Layout, Stage 2",Night Cafe,1,3
450,"North Indian, Biryani, Chinese, Momos",18611639,"9, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",Indian Food,1,2.9
250,North Indian,18643618,"23, 7th Cross, 2nd Main, NS Palya Main Road, 2nd Stage, BTM, Bangalore",Sri Lakshmi Dhaba,1,2.6
650,"Chinese, South Indian, North Indian",52088,"45/1-1, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",Woody's,2,2.6
800,"Desserts, Italian, Pizza",60063,"67, 15th Cross, 3rd Phase, JP Nagar, Bangalore",Calvin's,2,2.9
600,"North Indian, Street Food",18635139,"172, Vega Mall City, 3rd Floor, Srinivasa Industrial Estate, Billekahalli, Bannerghatta Road, Bangalore",Kailash Parbat,2,3
400,"North Indian, Arabian, Chinese",57870,"44/3, 10th Cross, 1st Main, Arekempanahalli, Someshwari Nagar, Wilson Garden, Bangalore",Alfa Family Restaurant,1,3
450,"Andhra, Chinese, Biryani",18528170,"10, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",Delight Food,1,2.6
700,Cafe,56161,"16, Waseem Building, Next To Vodafone Office, Oppsite BTM Water Tank Bus Stand, BTM 2nd Stage, Bangalore.",Cafe Coffee Day,2,2.9
250,"North Indian, Fast Food, Rolls",60165,"House 61/1, Taraki Main Road,  Near Indira Gandhi Circle, 1st Phase, JP Nagar, Bangalore",Ande Ka Funda,1,3
500,"Cafe, Pizza, Fast Food, Beverages",18628780,"305, Anand NR Onyx, 15th Cross, 100 Feet Ring Road, 5th Phase Extension, JP Nagar, Bangalore",Woodee Pizza,2,2.9
500,"Continental, Burger, Beverages, Cafe, Italian, Rolls",18691631,"296, Ground Floor, 5th Phase, 100 ft Outer Ring Road, JP Nagar, Bangalore",The Cravery,2,2.6
500,"North Indian, Biryani, Chinese",58213,"57, 8th A Main, 1st Stage, BTM, Bangalore",Zam Zam Darbar,2,2.9
450,"North Indian, Chinese",18683253,"425, Ground Floor, 7th Cross, 8th Main, BTM, Bangalore",Modern Restaurant,1,3
600,"Pizza, Italian",54297,"311, 15th Cross, 5th Phase, JP Nagar, Bangalore",Pizza Hut,2,2.7
200,"Steak, Salad, Healthy Food",18801420,"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",FreshMenu,1,2.9
850,"Chinese, Thai",18048220,"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Beijing Bites,2,2.7
200,Fast Food,18634690,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Ruchi's Corner,1,2.7
200,"Street Food, Beverages",57655,"Ground Floor, Brand Factory, 12th Cross, Wilson Garden, Bangalore",Hungry Lion,1,3
400,"South Indian, North Indian, Chinese, Street Food",56594,"16/15, South End Road, Near Surana College, Basavanagudi Area, Bangalore, Basavanagudi, Bangalore",A2B Veg - Adyar Ananda Bhavan,1,2.9
550,"Chinese, North Indian",61019,"20-1, Chikkadugodi Main Road, DRC Post",Tasty Magic,2,2.7
200,"Fast Food, Burger",61086,"41, Bhartiya Layout, SG Palya",Five Star Chicken,1,3
400,"Fast Food, Burger, Sandwich",18660708,"Door No 549, 9th Cross, JP Nagar 3rd Phase, Opposite Sneha Dentel Care, JP Nagar, Bangalore",Sandwich Shop,1,2.9
450,"South Indian, North Indian, Chinese, Street Food",55075,"18, R V Road, South End Circle, Basavanagudi, Bangalore",New Shanthi Sagar,1,2.7
400,"Tibetan, Momos",18663769,"4th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Wow Momo,1,3
400,"Andhra, Biryani",60354,"298, 24th Main, 6th Phase, Opposite IDBI Bank, JP Nagar, Bangalore",Sri Lakshmi Curries & Pickles,1,2.9
1000,"North Indian, Continental, South Indian, Chinese",57181,"Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore",The Pavillion,3,2.7
300,"Biryani, North Indian",61035,"75, Near Tavarekere Bus Stop, Tavarekere Road",Khan's Biryani,1,3
400,Bakery,60259,"1982, East End D Main Road, 9th Block, JP Nagar, Bangalore",Cake Art,1,2.9
400,"North Indian, Chinese, Biryani",51216,"53, Indira Gandhi Circle, 80 Feet Road, 1st Phase, JP Nagar, Bangalore",NEW SUNRISE RESTAURANTS,1,2.7
400,"Mexican, Tex-Mex",18761351,"Food Court, Vega City Mall, 172/1, Srinivas Industrial Estate, NS Palya, Bannerghatta Road, Bangalore",Burrito Boys,1,3
500,"Fast Food, North Indian, Chinese",18422887,"487, Ground Floor, 16th Cross, 4th Phase, JP Nagar, Bangalore",Night Panda,2,2.9
400,"South Indian, North Indian, Chinese, Street Food",50014,"South End Road, Jayanagar, Bangalore",A2B Veg - Adyar Ananda Bhavan,1,2.8
400,Fast Food,18679086,"1839, 41st Cross, Putlanpalya, 9th Block, Jayanagar, Bengaluru",Kickin Burger,1,3.1
750,"South Indian, Biryani, Chinese, North Indian",18280592,"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore",New Prashanth Hotel,2,2.9
500,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",18782469,"126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore",The Grillo,2,2.8
200,"Mithai, Street Food",51747,"1522, South End B Cross, 28th Main, 9th Block, Jayanagar, Bangalore",KC Das - Klassic Foods,1,3.1
200,"Ice Cream, Desserts",59248,"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,1,2.9
500,"North Indian, South Indian, Chinese",59328,"73, 30th Cross, 4th Block, Jayanagar, Bangalore",Shree Sagar,2,2.8
700,Cafe,56336,"37 B, 9th Block, Kamala Arcade, 26th Main, Jayanagar, Bangalore",Cafe Coffee Day,2,3.1
250,North Indian,18665401,"4/A,Chikka Adugodi,1st Main Road, Taverekerre Main Road, BTM, Bangalore",Indian Paratha Factory,1,2.9
700,Cafe,56149,"641, 11th Main, 5th Block, Jayanagar, Bangalore",Cafe Coffee Day,2,2.8
300,"North Indian, Chinese",18430764,"Near Mahavir Jain College, 41st A Cross, 9th Block, Jayanagar, Bangalore",Anda Ka Funda,1,3.1
400,"Cafe, Continental, Pizza, Italian, Beverages",18751968,"18, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",Insta Cafe,1,2.9
300,"North Indian, Street Food",18417596,"157, Ground Floor, 4th Cross, Venkateshwara Layout, S.G Palya, BTM, Bangalore",Indori Chatorey,1,2.8
500,"Chinese, Kerala",18323621,"4th Floor, Food Court, Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",Combo King Paramount,2,3.1
750,"Pizza, Fast Food",18710403,"T-04, 3rd Floor, Vega city Mall, N.S.Palya, Bannerghatta Road",Domino's Pizza,2,2.9
400,"North Indian, Chinese",60979,"1365, 28th Main, 9th Block, Jayanagar, Bangalore",Hotel Smile,1,3.1
300,"Fast Food, Rolls, Momos",56485,"427, 7th Cross, 7th Main, 2nd Stage, BTM, Bangalore",Rolls On Wheels,1,2.8
700,Cafe,56682,"1, 1st Floor, Opposite Cauvery Petrol Pump, Sri M N Krishna Rao Road, Basavanagudi, Bangalore",Cafe Coffee Day,2,2.9
600,"Burger, Fast Food, Beverages",18584021,"QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Burger King,2,3.1
350,"North Indian, Chinese",56892,"8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",New Royal Treat,1,2.8
600,"North Indian, Biryani, Andhra, Chinese",61520,"1, 1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",Bawarchi Inn,2,3.1
600,"Healthy Food, Salad, Fast Food",58575,"81/T, 11th Main, 34th B Cross, 4th T Block, Jayanagar, Bangalore",Subway,2,3
250,"North Indian, South Indian, Chinese, Fast Food",18202988,"Shop 26, Opposite Gopalan Innovation Mall, 2nd Stage, Bannerghatta Main Road, BTM, Bangalore",Udupi Thaja Thindi,1,2.8
600,"Healthy Food, Salad, Fast Food",51382,"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",Subway,2,3.1
400,"North Indian, Fast Food, Beverages, Momos",18569157,"1424/81, 9th Block East, South End, A Cross, Jayanagar, Bangalore",Pappu Da Dhaba,1,3
200,"Mithai, Street Food",51753,"1/3, 100 Feet Ring Road, 4th Phase, JP Nagar, Bangalore",KC Das - Sai Sweets,1,2.8
800,"North Indian, Chinese",56634,"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,2,3.1
700,Cafe,56153,"721/26, 18th Main, 38th Cross, 4th T Block, Jayanagar, Bangalore",Cafe Coffee Day,2,3
1200,North Indian,51635,"Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore",Turquoise,3,2.8
600,"North Indian, Chinese, Kerala",18305616,"16, Krishna Nagar Industrial  Layout, SG Palya, Near Christ University, BTM, Bangalore",Dash In,2,3.1
400,Andhra,18733143,"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",Vennela Andhra Meals,1,3
200,"Fast Food, Rolls, Momos",55300,"456/C, 9th Cross, 14th Main, 2nd Phase, JP Nagar, Bangalore",Rolls On Wheels,1,2.8
400,"Biryani, North Indian, Mughlai",18822591,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",Shaadi Ki Biryani,1,3.1
300,"Street Food, South Indian, North Indian, Chinese",61273,"1218, 34th Cross, East End Main Road, 4th T Block, Jayanagar, Bangalore",Upahara Sagar,1,3
150,"Juices, Fast Food",18412141,"113, Kanak Arcade, 4th Phase, Dollars Layout Main Road, JP Nagar, Bangalore",Juice Junction,1,2.8
650,"Chinese, Thai",56567,"55, 4th Floor, 15th Cross, 19th Main, 2nd Phase, JP Nagar, Bangalore",Chung Wah Opus,2,3.1
150,"Mithai, Street Food, Rajasthani",18733169,"320/B, 9th Main Road, 5th Block, Jayanagar, Bangalore",Jodhpur Sweets,1,3
400,"North Indian, Chinese",18544218,"Teja Complex, 2nd Floor, 30th Main Road, 9th Cross Jayanagar, B.B.M.P South, JP Nagar, Bangalore",Eat Well,1,2.8
450,"Fast Food, North Indian",18647066,"BTM, Bangalore",Night Bell,1,3.1
300,"Bengali, North Indian",61408,"54, Someshwara Nagar Main Road, 1st Block, Near Brand Factory, Jayanagar, Bangalore",Kolkata Restaurant,1,3
300,"South Indian, North Indian",56403,"3rd Floor, Gopal Innovation Mall, Bannerghatta Road, Bangalore",Sai Shiv Sagar,1,2.8
400,Chinese,51836,"4th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Green Onion,1,3.1
450,"North Indian, Chinese",18537752,"4, 4th Main Road, Bhrudhavan Nagar, Near Health India, BTM, Bangalore",Night Restro,1,3
500,"Hyderabadi, Andhra, North Indian",18635239,"172, Vega Mall City, 3rd Floor, Srinivasa Industrial Estate,Billekahalli, Bannerghatta Road, Bangalore",Naga's,2,2.8
250,"Fast Food, Rolls, Momos",58607,"39/3, 44, Auchan Hypermarket, Bannerghatta Road, Bangalore",Pathaan Sir,1,3.1
600,"Pizza, Italian",61455,"2454, 17th E Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Pizza Stop,2,3
700,"North Indian, Chinese, Biryani, Andhra, Mangalorean",56219,"609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Ugadi,2,2.9
400,"North Indian, Chinese",18674045,"Thavrekera Main Road, Near Health India Hospital, RMV Shelder, BTM, Bangalore",Hotel Mirchi Red,1,3.1
650,"Chettinad, South Indian",18457634,"2, First Floor, Near R V Dental College, 2nd Phase, JP Nagar, Bangalore",Anjappar,2,3
650,"Chinese, Fast Food, Cafe",57637,"54/7, Old no 54, 30th Cross B, Main Road, Corp Layout, Jayanagar, Bangalore",Brews N Bites,2,2.9
1000,"Chinese, North Indian",59587,"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",K27 - The Pub,3,3.1
650,Cafe,54456,"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",Brewz Coffee,2,3
650,Cafe,56148,"Brigade Homestead, Ashoka Pillar, Jayanagar, Bangalore",Cafe Coffee Day,2,2.9
250,"Tibetan, Momos",18663698,"QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Juicy Momos,1,3.1
300,"South Indian, North Indian, Chinese",57997,"13, Near Christ College, Hosur Road",Sri Vishnupriya,1,3
700,Cafe,56150,"52A/22, 2nd Main, 32nd Cross, 7th Block, Jayanagar, Bangalore",Cafe Coffee Day,2,2.9
250,"Beverages, Healthy Food",18629742,"439, Ground Floor, Near Poorvika Showroom, 6th Main, 7th Cross, Mico Layout, Stage 2, BTM, Bangalore",Juice Lounge,1,3.1
300,"Chinese, North Indian",18616110,"2, 16th Main, 10th cross, Opposite Madhuramma Temple, BTM, Bangalore",Hungry Nights,1,3
250,Mithai,18702517,"1/72, 27th Cross, Opposite To Janatha Bazar, 4th Block, Jayanagar, Bangalore",Big Mishra Pedha,1,2.9
400,"North Indian, Chinese",18651376,"9th A Main Road, Opposite Indian Oil Petrol Pump, BTM Layout 1, BTM, Bangalore",Grill N Chill,1,3.1
600,"Cafe, Fast Food",57876,"519/A, 9th Main, 4th Block, Jayanagar, Bangalore",Cafe Coffee Day,2,2.9
300,"Street Food, North Indian, Chinese, South Indian",53453,"323, 24th Main, 5th Phase, JP Nagar, Bangalore",Sri Krishna Sagar,1,3
700,"North Indian, South Indian, Chinese, Grill",54186,"Aurick Boutique Hotel, 598, 15th Cross, 35th Main, 6th Phase, JP Nagar, Bangalore",The Brew - Aurick Boutique Hotel,2,3.1
400,"North Indian, Chinese, Street Food, Biryani",57017,"13, 10th Cross, Christ School Road, SG Palya, DRC Post, BTM, Bangalore",Food Junction,1,3
250,"Ice Cream, Juices",18663703,"QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Squeez Juice Bars,1,3.1
600,"Italian, Chinese, Japanese",51283,"16, Above Dominos Pizza, Arakere Gate, Bannerghatta Road, Bangalore",Zhangs Classic,2,2.6
700,Cafe,56163,"IIMB, Bannerghatta Road, Bangalore",Cafe Coffee Day,2,3
800,"North Indian, South Indian, Seafood, Biryani, Chinese",18679683,"154/9, Bannerghatta Main Rd",Aramane Restaurant,2,2.9
400,"South Indian, North Indian, Chinese, Street Food",60068,"154, Opposite HSBC Bank, Bilekahalli, Bannerghatta Road, Bangalore",A2B - Adyar Ananda Bhavan,1,2.7
550,"North Indian, Biryani, Chinese, Seafood",18640678,"No 173, Munivenkatappa Layout, Bilekahalli, Opp Ranka Colony, Bannerghatta Road",Sakshi,2,3
500,"Chinese, North Indian",53733,"30, Syndicate Bank Colony, Next to BPL Arkere, Bannerghatta Road, Bangalore",Aishwarya Parkland,2,2.9
850,"Chinese, Thai",50120,"31, 1st Floor, RR Images, Panduranga Nagar, Near Arakere, Bannerghatta Road, Bangalore",Beijing Bites,2,2.7
400,North Indian,18305648,"19, Jalaram Estate, Arekere, Opposite Food World, Bannerghatta Road, Bangalore",MK Dabbawala,1,3
700,"North Indian, Chinese",54247,"67, 13th Main, Mahadeshwara Nagar, NS Palya, 2nd Stage, BTM, Bangalore",RBP Greens Garden,2,2.7
700,"Biryani, North Indian",18534930,"3, 1st Cross, Kalyani Kala Mandir, Bannerghatta Road, Bangalore",Sultan's Biryani,2,3
400,"Bakery, Desserts, Sandwich",59337,"Opposite Reliance Mart, Bannerghatta Road, Bangalore",The French Loaf,1,2.9
700,Chinese,18480036,"Kothanur Main Road, J.P. Nagar Puttenahalli  7th Phase, JP Nagar, Bangalore",Wangs Kitchen,2,2.8
150,"Beverages, Juices, Ice Cream",18718856,"Next to Fortis Hospital Bannerghatta Road, Bangalore, Bengaluru, Bengaluru",Lassi Shop,1,3
300,"Chinese, North Indian",18468827,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",Mahesh Friends Food Center,1,2.9
450,"Kerala, South Indian, North Indian",18604688,"1st Cross, Bilekahalli, Near IIMB College, Bannerghatta Road, Bangalore",Angel Restaurant,1,2.8
400,"Chinese, North Indian",18547290,"Dayanandasagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",Nandhanu's Rasoi,1,3
700,Cafe,54886,"16, Banashankari Arcade, Opposite GSI Building, Teachers Colony, Kumaraswamy Layout, Bangalore",Cafe Coffee Day,2,2.9
650,"Andhra, Biryani, Chinese, North Indian",51242,"225-226, Above Canara Bank, Arakere Gate, Bannerghatta Road, Bangalore",Athithi,2,2.8
300,"North Indian, Chinese",52938,"#22, Tank Bund Road, NS Palya, 2nd Stage, BTM, Bangalore",Paratha Plaza,1,3
600,"North Indian, Kerala, Chinese",18620454,"41, 7th Main Road, New Extension, Abbaappa Layout, 2nd Stage, BTM, Bangalore",Blue Berry Restaurant,2,2.9
500,"Bakery, Desserts, Fast Food",54124,"18/2, Opposite To Reliance Mart, Arakere Gate, Bannerghatta Road, Bangalore",Sweet Chariot,2,2.8
500,"North Indian, Biryani, Mughlai, Kebab",18642374,"NS Palya, Stage 2, BTM Layout, Bangalore",Daniyal's,2,3
200,"Fast Food, Rolls",18598415,"1338, 41st Cross Road, Kottapalya, Jayanagara 9th Block, Jayanagar, Bangalore",Kolkata Kati Rolls,1,2.9
300,"North Indian, Chinese",56901,"56, 7th Main, Yellappa Layout, 2nd Stage, BTM, Bangalore",Paratha Junction,1,2.8
600,"North Indian, Mughlai, Biryani, Rolls",57199,"1, Gopal Reddy Layout, 18th Cross, 21st Main, 5th Phase, JP Nagar, Bangalore",Zeeshan,2,3.1
400,"North Indian, Chinese, Street Food",58656,"44/1, Opposite Brigade Millennium, Kothanur Dene Main Road, JP Nagar, Bangalore",Punjabi Food Corner,1,3
700,"North Indian, Mughlai, Biryani, Rolls",58861,"1, Mico Layout, 7th Main Road, Pushpa Layout, 2nd Stage, BTM, Bangalore",Zeeshan,2,2.8
750,"South Indian, Biryani, Chinese, North Indian",18280585,"92, 1st Floor, DSN Plaza, 1st Main Road, 7th Phase, JP Nagar, Bangalore",New Prashanth Hotel,2,3.1
700,Cafe,56130,"50, Opposite Brigade Millennium Apartments, Puttenhalli Main Road, JP Nagar, Bangalore",Cafe Coffee Day,2,3
200,"Rolls, Kebab, Biryani",18613909,"RBI Layout, Puttenahalli, Phase 7, JP Nagar, Bangalore",Hot Rolls & House Of Kebabs,1,3.1
800,"Andhra, North Indian, Biryani",18667313,"114/512, Kothanur Main Road, 7th Phase, JP Nagar, Bangalore",Andhra Grills,2,3
600,"North Indian, Street Food",18148958,"669, Opposite Elita Apartment, RBI Layout, 7th Phase, JP Nagar, Bangalore",Chatori Gali,2,2.9
300,"Biryani, South Indian, Kebab",18683973,"1, Nayak Layout Gate, B.K. Circle, 8th Phase, JP Nagar, Bangalore",Akshaya Donne Biriyani,1,3.1
500,"North Indian, Chinese",57303,"7, 8th Phase, Tajathadri Layout, Kothanur Main Road, JP Nagar, Bangalore",New Kabab Zone,2,3
100,South Indian,56419,"121/1, Kothanur Main Road, 7th Phase, JP Nagar, Bangalore",Nandi Bidadi Thatte Idli,1,2.9
400,"Mughlai, Kebab, Biryani",18364540,"2A/16, 22nd Main, Mosque Road, Vinayakanagar, JP Nagar, Bangalore",Chicken Dera,1,3.1
300,"Biryani, Chinese",18717398,"Sarakki Signal, Kanakapura Road, 6th Phase, JP Nagar, Bangalore",Special Biriyani,1,3
1000,"Chinese, South Indian, North Indian",18367674,"Opposite AECS Magnolia School, Bannerghatta Road, Bangalore",Guru Paradise,3,2.9
300,Andhra,18796768,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",Nagas,1,3.1
600,"Biryani, Charcoal Chicken",18796776,"Shop 1260, SY 35/4, SJR Towers, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",Shaadi Ki Biryani,2,3
600,Bengali,58833,"8, First Floor, Arekere Gate, Opposite Rose Garden Apartment, Bannerghatta Road, Bangalore",Bangaliana,2,2.9
500,"South Indian, Biryani",18545057,"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",Naati Manae,2,3.1
400,"South Indian, North Indian, Chinese, Street Food",60163,"Near Elita Promenade Main Gate, 18th Main, Opposite RBI Layout, 7th Phase, JP Nagar, Bangalore",Bengalooru Tiffany's,1,3
450,"North Indian, Chinese",51248,"197, Next to Reliance Mart, Opposite Accenture, Hulimaavu, Bannerghatta Road, Bangalore",Guru Garden,1,2.9
700,Chinese,59101,"Ground Floor, 148/1 and 148/2, Near HSBC, Bannerghatta Road, Bangalore",Wangs Kitchen,2,3
500,"Chinese, Thai, Momos",18366680,"1, Opposite British Biological, Arekere, Bannerghatta Road, Bangalore",Chow San,2,3
750,"North Indian, Arabian, South Indian, Chinese, Biryani",18592791,"24th Main Road, 5th Phase, JP Nagar, Bangalore",Empire Restaurant,2,4.1
1200,"North Indian, Asian, Seafood, Chinese",59446,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",Hakuna Matata,3,4.4
500,"Desserts, Ice Cream, Beverages, Fast Food",18635247,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",Roll Over,2,4.1
1200,"Continental, North Indian, Chinese, Pizza, Thai",18504956,"448, 4th Floor, Big Bazaar Building, SRK Towers, Bannerghatta Road, Bangalore",The Yellow Submarine,3,4.4
1000,"Rajasthani, Gujarati, North Indian, South Indian",52848,"6th Floor, Bangalore Central Mall, JP Nagar, Bangalore",Village - The Soul of India,3,4.1
650,"Burger, American, Beverages, Cafe",18634812,"114, Kothanur Main Road, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",Biggies Burger 'n' More,2,4.1
1200,"Continental, North Indian",59865,"4, Arama Suites, Sarvabhouma Nagar, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Chavadi,3,4.4
500,"Bakery, Desserts",57330,"54/A, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",Cakewala,2,4.1
400,"Beverages, Fast Food",18559383,"54/55, 3rd Cross, Omkar Nagar, Arekere Gate, Bannerghatta Road, Bangalore",Drunken Monkey,1,4.4
1000,"BBQ, Arabian, Biryani, Chinese, North Indian, Kebab, Desserts, Seafood",60681,"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Zaitoon,3,4.1
300,"Chinese, Tibetan, Momos",18339897,"2nd Cross, Kothnoor Village Main Road, Natraja Layout, 7th Phase, JP Nagar, Bangalore",Momo Jojo,1,4.3
1100,"North Indian, Continental",18435692,"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore",Churchill's,3,4.1
300,North Indian,18503755,"123, 24th Main, Opposite Royal High School, 5th Phase, JP Nagar, Bangalore",Amritsari Kulcha Land,1,4.1
300,"Bakery, Desserts",18655595,"103/25, 2nd Main Road, Puttenhalli, 7th Phase, JP Nagar, Bangalore",Dream a Dozen,1,4.3
800,"North Indian, South Indian, Chinese",51541,"Cross Roads Inn, 827, Near RV Dental College Compound, 24th Main, 12th Cross, JP Nagar, Bangalore",24th Main,2,4.1
700,"Chinese, Thai",18577149,"724, Rini Pearl, RBI Layout, Opposite EK Retail, 7th Phase, JP Nagar, Bangalore",Shanghai Court,2,4.1
750,"North Indian, Arabian, South Indian, Chinese, Biryani",18579174,"148/1, Bilekhahalli Village, Near IIM Bangalore, Arekere Gate, Bannerghatta Road, Bangalore",Empire Restaurant,2,4.3
700,"Cafe, Chinese, Continental, Italian",18254599,"N17, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Dr. Sheesha,2,4.1
150,"Ice Cream, Desserts",51446,"31, Near Corporation Bank, 60 Feet Road, Panduranga Nagar, Bannerghatta Road, Bangalore",Natural Ice Cream,1,4.3
800,"Pizza, Salad",18848193,"1105, Archana Arcade, 24th Main, 1st Phase, JP Nagar, Bangalore",1441 Pizzeria,2,4.1
500,"Chinese, North Indian",57828,"5th A Cross, Lakshmi Complex, Manjunatha Colony, Near RV Dental College, 2nd phase, JP Nagar, Bangalore",Aniram's,2,4.1
750,"Biryani, Kebab",18570308,"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore",Mani's Dum Biryani,2,4.2
1200,"Continental, Finger Food, North Indian, Chinese, Indian",18606054,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Crumb Together,3,4.1
1000,"North Indian, Continental",18203004,"11-12/49, First Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore",The Chervil,3,4.2
100,South Indian,18509224,"53/1, 3rd Main Road, Dr. Vivekananda Layout, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",Dakshin Cafe,1,4.1
1200,"North Indian, Chinese, Continental",52460,"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",Mango Tree- The Beer Garden,3,4.1
1000,"North Indian, South Indian, Andhra, Chinese",18620322,"53/1, 2, 4th Floor, SV Arcade, Bilekahalli, Bannerghatta Road, Bangalore",Public - The Rooftop Bar And Kitchen,3,4.2
400,"Mexican, Fast Food",18663900,"450, Ground Floor, Phase 5, JP Nagar, Bangalore",California Burrito,1,4.1
300,South Indian,52863,"44, Kutchi Bhavan, Opposite To Mini Forest, 1st Main, JP Nagar 3rd Phase, JP Nagar, Bangalore",Mavalli Tiffin Room (MTR),1,4.1
1000,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",18237931,"128/54/10, First floor, Opposite IIM - B, Dasarapalya, Bannerghatta Road, Bangalore",Fattoush,3,4.2
300,"Fast Food, Sandwich",18796818,"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar Bangalore",Easy Bites,1,4.1
1100,"South American, Continental, Italian",18377700,"745/AB, 2nd Floor, Shravanee Square, 24th Main, 15th cross, 6th Phase, JP Nagar, Bangalore",Casa Piccosa,3,4.1
200,"South Indian, North Indian, Chinese, Street Food",18796766,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",A2B - Adyar Ananda Bhavan,1,4.1
700,"Chinese, Momos",51071,"1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",Zhang's  - Chinese Restaurant,2,4.1
500,"Bakery, Desserts",18494503,"#1178,18th A Main Road, 3rd Cross, 2nd Phase, JP Nagar, Bangalore",Bake Addiction,2,4.1
800,"Andhra, Biryani",59358,"174/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Nagarjuna,2,4.2
550,"Cafe, Continental, Italian",59876,"8, 15th Main, 5th Phase, JP Nagar, Bangalore",TAB - Take A Break,2,4.1
1000,North Indian,51518,"15/1, Opposite Shopper&#039;s Stop, Bannerghatta Road, Bangalore",Punjabi Times,3,4.1
